 -4050,000000000	0,000000000	3700,000000000	37,105314115	0,150146360	NaN	NaN	NaN	NaN	26,008457576
 -4050,000000000	0,000000000	2700,000000000	37,397874523	0,144871162	NaN	NaN	NaN	NaN	25,962828354
 -4050,000000000	0,000000000	2200,000000000	37,890185628	0,144372680	NaN	NaN	NaN	NaN	26,104214120
 -4050,000000000	0,000000000	2000,000000000	37,337728309	0,144916377	NaN	NaN	NaN	NaN	26,169192417
 -4050,000000000	0,000000000	1800,000000000	37,530563441	0,152046253	NaN	NaN	NaN	NaN	26,133657655
 -4050,000000000	0,000000000	1600,000000000	37,226342997	0,146115506	NaN	NaN	NaN	NaN	26,157706421
 -4050,000000000	0,000000000	1400,000000000	37,676251875	0,156293725	NaN	NaN	NaN	NaN	26,196523557
 -4050,000000000	0,000000000	1200,000000000	37,993918398	0,159934758	NaN	NaN	NaN	NaN	26,164380522
 -4050,000000000	0,000000000	1000,000000000	37,879939173	0,161948676	NaN	NaN	NaN	NaN	26,209792050
 -4050,000000000	0,000000000	800,000000000	37,955818810	0,159656392	NaN	NaN	NaN	NaN	26,160916637
 -4050,000000000	0,000000000	600,000000000	37,430713837	0,186093698	NaN	NaN	NaN	NaN	26,148846042
 -4050,000000000	0,000000000	400,000000000	37,594157505	0,204973394	NaN	NaN	NaN	NaN	26,124890599
 -4050,000000000	0,000000000	200,000000000	37,299035589	0,231343591	NaN	NaN	NaN	NaN	26,222942938
 -4050,000000000	0,000000000	0,000000000	35,271694231	0,576619750	NaN	NaN	NaN	NaN	26,196590582
 -4050,000000000	0,000000000	-100,000000000	32,934002918	0,994155731	NaN	NaN	NaN	NaN	26,230366524
 -4050,000000000	0,000000000	-150,000000000	31,637866728	1,144943409	NaN	NaN	NaN	NaN	26,206616685
 -4050,000000000	0,000000000	-200,000000000	28,924770859	2,070020548	NaN	NaN	NaN	NaN	26,141723454
 -4050,000000000	0,000000000	-250,000000000	28,835917169	1,658477000	NaN	NaN	NaN	NaN	26,138466398
 -4050,000000000	0,000000000	-300,000000000	26,225970299	1,292295565	NaN	NaN	NaN	NaN	26,086516600
 -4050,000000000	0,000000000	-350,000000000	24,016447350	1,995205977	NaN	NaN	NaN	NaN	26,044370640
 -4050,000000000	0,000000000	-400,000000000	22,071366992	2,147097789	NaN	NaN	NaN	NaN	26,025285465
 -4050,000000000	0,000000000	-450,000000000	19,440409339	2,442242191	NaN	NaN	NaN	NaN	26,061873480
 -4050,000000000	0,000000000	-500,000000000	16,595548957	1,365940221	NaN	NaN	NaN	NaN	26,102198441
 -4050,000000000	0,000000000	-550,000000000	11,494052475	1,259865010	NaN	NaN	NaN	NaN	26,056673716
 -4050,000000000	0,000000000	-550,000000000	11,247535730	1,150078149	NaN	NaN	NaN	NaN	26,030803911
 -4050,000000000	0,000000000	-550,000000000	11,971130971	1,270547449	NaN	NaN	NaN	NaN	26,060912578
 -4050,000000000	0,000000000	-550,000000000	10,838726207	0,878324744	NaN	NaN	NaN	NaN	26,037592533
 -4050,000000000	5000,000000000	3700,000000000	37,536885124	0,123315883	NaN	NaN	NaN	NaN	26,015445499
 -4050,000000000	5000,000000000	2700,000000000	37,265813756	0,142963548	NaN	NaN	NaN	NaN	26,016626750
 -4050,000000000	5000,000000000	2200,000000000	37,608685760	0,160676945	NaN	NaN	NaN	NaN	26,079770550
 -4050,000000000	5000,000000000	2000,000000000	37,305289356	0,159113685	NaN	NaN	NaN	NaN	26,104063249
 -4050,000000000	5000,000000000	1800,000000000	37,690163711	0,134454520	NaN	NaN	NaN	NaN	26,156170881
 -4050,000000000	5000,000000000	1600,000000000	37,497653569	0,163895059	NaN	NaN	NaN	NaN	26,095447151
 -4050,000000000	5000,000000000	1400,000000000	37,796259377	0,150945662	NaN	NaN	NaN	NaN	26,095175839
 -4050,000000000	5000,000000000	1200,000000000	37,407743506	0,167429527	NaN	NaN	NaN	NaN	26,067150583
 -4050,000000000	5000,000000000	1000,000000000	37,359513438	0,145497982	NaN	NaN	NaN	NaN	26,021510597
 -4050,000000000	5000,000000000	800,000000000	37,671826996	0,166267369	NaN	NaN	NaN	NaN	26,051213580
 -4050,000000000	5000,000000000	600,000000000	37,414033284	0,136673137	NaN	NaN	NaN	NaN	26,023558987
 -4050,000000000	5000,000000000	400,000000000	37,027728693	0,258987999	NaN	NaN	NaN	NaN	26,108003131
 -4050,000000000	5000,000000000	200,000000000	35,696545220	0,479546035	NaN	NaN	NaN	NaN	26,062851901
 -4050,000000000	5000,000000000	0,000000000	33,522758017	1,158064667	NaN	NaN	NaN	NaN	26,022939740
 -4050,000000000	5000,000000000	-100,000000000	30,358813404	1,890007856	NaN	NaN	NaN	NaN	26,077654408
 -4050,000000000	5000,000000000	-150,000000000	29,018591689	2,126790882	NaN	NaN	NaN	NaN	25,986213380
 -4050,000000000	5000,000000000	-200,000000000	27,888168813	1,931429515	NaN	NaN	NaN	NaN	25,959628796
 -4050,000000000	5000,000000000	-250,000000000	24,294549952	1,870125646	NaN	NaN	NaN	NaN	26,014014559
 -4050,000000000	5000,000000000	-300,000000000	23,202290571	1,983932859	NaN	NaN	NaN	NaN	26,022660094
 -4050,000000000	5000,000000000	-350,000000000	19,682883584	2,737504035	NaN	NaN	NaN	NaN	26,053486016
 -4050,000000000	5000,000000000	-400,000000000	16,145809048	1,955294348	NaN	NaN	NaN	NaN	26,017350604
 -4050,000000000	5000,000000000	-450,000000000	11,995678190	1,192537123	NaN	NaN	NaN	NaN	26,022475752
 -4050,000000000	5000,000000000	-450,000000000	11,402504066	1,340191927	NaN	NaN	NaN	NaN	26,023545212
 -4050,000000000	5000,000000000	-450,000000000	12,910705595	1,389969360	NaN	NaN	NaN	NaN	26,053033016
 -4050,000000000	5000,000000000	-600,000000000	8,627929052	0,997474396	NaN	NaN	NaN	NaN	26,057916568
 -4050,000000000	5000,000000000	-600,000000000	8,665849256	0,950201867	NaN	NaN	NaN	NaN	26,155202448
 -4050,000000000	5000,000000000	-600,000000000	8,270329128	0,869691346	NaN	NaN	NaN	NaN	26,159384388
 -4050,000000000	10000,000000000	3700,000000000	37,597778394	0,142027719	NaN	NaN	NaN	NaN	26,132841258
 -4050,000000000	10000,000000000	2700,000000000	37,668681503	0,146120519	NaN	NaN	NaN	NaN	26,079120387
 -4050,000000000	10000,000000000	2200,000000000	37,372585787	0,136211937	NaN	NaN	NaN	NaN	26,043445763
 -4050,000000000	10000,000000000	2000,000000000	37,521427332	0,147570475	NaN	NaN	NaN	NaN	26,072907842
 -4050,000000000	10000,000000000	1800,000000000	37,579852222	0,136313743	NaN	NaN	NaN	NaN	26,121627794
 -4050,000000000	10000,000000000	1600,000000000	37,786024835	0,139165063	NaN	NaN	NaN	NaN	26,122239007
 -4050,000000000	10000,000000000	1400,000000000	37,654686150	0,142938146	NaN	NaN	NaN	NaN	26,083504462
 -4050,000000000	10000,000000000	1200,000000000	37,630926626	0,158178476	NaN	NaN	NaN	NaN	26,064372122
 -4050,000000000	10000,000000000	1000,000000000	37,528944504	0,161449305	NaN	NaN	NaN	NaN	26,089318743
 -4050,000000000	10000,000000000	800,000000000	37,549130740	0,154933481	NaN	NaN	NaN	NaN	26,065250560
 -4050,000000000	10000,000000000	600,000000000	37,583584416	0,203522139	NaN	NaN	NaN	NaN	26,097811200
 -4050,000000000	10000,000000000	400,000000000	36,011858281	0,619520578	NaN	NaN	NaN	NaN	26,044803546
 -4050,000000000	10000,000000000	200,000000000	33,045980408	1,798809388	NaN	NaN	NaN	NaN	26,077632870
 -4050,000000000	10000,000000000	0,000000000	28,562509633	2,116927656	NaN	NaN	NaN	NaN	26,050427204
 -4050,000000000	10000,000000000	-100,000000000	26,464807039	2,703021115	NaN	NaN	NaN	NaN	26,056472466
 -4050,000000000	10000,000000000	-150,000000000	24,363510569	2,814062094	NaN	NaN	NaN	NaN	26,065629741
 -4050,000000000	10000,000000000	-200,000000000	20,194748982	1,994211336	NaN	NaN	NaN	NaN	26,083204803
 -4050,000000000	10000,000000000	-250,000000000	17,490172384	2,018712846	NaN	NaN	NaN	NaN	26,100766963
 -4050,000000000	10000,000000000	-300,000000000	13,476223233	1,268964864	NaN	NaN	NaN	NaN	26,076125861
 -4050,000000000	10000,000000000	-350,000000000	9,263172436	0,978443260	NaN	NaN	NaN	NaN	26,027071570
 -4050,000000000	10000,000000000	-350,000000000	11,094589189	1,364856549	NaN	NaN	NaN	NaN	26,118481532
 -4050,000000000	10000,000000000	-350,000000000	9,402953694	1,285133561	NaN	NaN	NaN	NaN	26,168538769
 -4050,000000000	10000,000000000	-350,000000000	9,422767276	1,171386309	NaN	NaN	NaN	NaN	26,146462762
 -4050,000000000	10000,000000000	-350,000000000	9,114360152	0,739573653	NaN	NaN	NaN	NaN	26,171752487
 -4050,000000000	10000,000000000	-350,000000000	9,604931327	1,426822423	NaN	NaN	NaN	NaN	26,120942855
 -4050,000000000	10000,000000000	-350,000000000	9,468583338	1,428286020	NaN	NaN	NaN	NaN	26,095907099
 -4050,000000000	10000,000000000	-350,000000000	9,539575171	1,249003007	NaN	NaN	NaN	NaN	26,086252481
 -4050,000000000	15000,000000000	3700,000000000	37,529978709	0,128199180	NaN	NaN	NaN	NaN	26,004904771
 -4050,000000000	15000,000000000	2700,000000000	37,212777451	0,125402250	NaN	NaN	NaN	NaN	26,024216533
 -4050,000000000	15000,000000000	2200,000000000	37,412153832	0,127811245	NaN	NaN	NaN	NaN	26,058029617
 -4050,000000000	15000,000000000	2000,000000000	37,686927190	0,122674329	NaN	NaN	NaN	NaN	26,072225799
 -4050,000000000	15000,000000000	1800,000000000	37,604783469	0,130044778	NaN	NaN	NaN	NaN	26,086052015
 -4050,000000000	15000,000000000	1600,000000000	37,211831419	0,125891160	NaN	NaN	NaN	NaN	26,113435447
 -4050,000000000	15000,000000000	1400,000000000	37,845060162	0,139088060	NaN	NaN	NaN	NaN	26,120807943
